invoice_id,received_date,week_ending,channel,supplier_tier,processor_id,shift,month_end_period,invoice_amount_eur,error_flag,error_type,rework_minutes,days_to_pay
INV-001064,2026-06-16,2026-06-19,email_pdf,tier_3_tail,AP-07,early,0,629.2,0,,0.0,12
INV-001065,2026-06-19,2026-06-19,supplier_portal,tier_1_strategic,AP-06,early,0,6733.1,0,,0.0,16
INV-001066,2026-06-17,2026-06-19,email_pdf,tier_2_preferred,AP-04,late,0,4797.41,0,,0.0,14
INV-001067,2026-06-16,2026-06-19,supplier_portal,tier_3_tail,AP-06,early,0,895.3,0,,0.0,25
INV-001068,2026-06-17,2026-06-19,email_pdf,tier_3_tail,AP-07,late,0,2452.45,0,,0.0,11
INV-001069,2026-06-19,2026-06-19,email_pdf,tier_3_tail,AP-04,early,0,5017.8,1,missing_po,19.5,34
INV-001070,2026-06-17,2026-06-19,supplier_portal,tier_2_preferred,AP-03,late,0,6401.59,0,,0.0,20
INV-001071,2026-06-16,2026-06-19,email_pdf,tier_2_preferred,AP-06,early,0,3081.73,0,,0.0,23
INV-001072,2026-06-17,2026-06-19,email_pdf,tier_3_tail,AP-06,early,0,1183.26,0,,0.0,15
INV-001073,2026-06-15,2026-06-19,email_pdf,tier_3_tail,AP-07,early,0,3861.22,0,,0.0,13
INV-001074,2026-06-17,2026-06-19,email_pdf,tier_2_preferred,AP-03,early,0,1660.93,0,,0.0,14
INV-001075,2026-06-18,2026-06-19,supplier_portal,tier_3_tail,AP-07,late,0,3379.81,0,,0.0,23
INV-001076,2026-06-17,2026-06-19,edi,tier_3_tail,AP-06,late,0,2027.36,0,,0.0,17
INV-001077,2026-06-17,2026-06-19,supplier_portal,tier_1_strategic,AP-03,late,0,2134.89,0,,0.0,21
INV-001078,2026-06-19,2026-06-19,edi,tier_1_strategic,AP-02,early,0,1410.85,0,,0.0,17
INV-001079,2026-06-17,2026-06-19,edi,tier_2_preferred,AP-01,late,0,1877.41,0,,0.0,21
INV-001080,2026-06-15,2026-06-19,edi,tier_3_tail,AP-01,early,0,1823.98,0,,0.0,15
INV-001081,2026-06-16,2026-06-19,edi,tier_1_strategic,AP-05,late,0,865.75,0,,0.0,21
INV-001082,2026-06-18,2026-06-19,supplier_portal,tier_2_preferred,AP-01,early,0,2474.99,0,,0.0,17
INV-001083,2026-06-15,2026-06-19,email_pdf,tier_2_preferred,AP-05,late,0,622.25,0,,0.0,19
INV-001084,2026-06-16,2026-06-19,email_pdf,tier_3_tail,AP-06,early,0,1495.35,0,,0.0,19
INV-001085,2026-06-16,2026-06-19,edi,tier_2_preferred,AP-03,early,0,16522.02,0,,0.0,16
INV-001086,2026-06-18,2026-06-19,supplier_portal,tier_3_tail,AP-02,early,0,8655.24,0,,0.0,15
INV-001087,2026-06-19,2026-06-19,email_pdf,tier_3_tail,AP-03,late,0,3054.67,1,missing_po,24.2,21
INV-001088,2026-06-19,2026-06-19,supplier_portal,tier_3_tail,AP-07,early,0,2056.51,0,,0.0,22
INV-001089,2026-06-19,2026-06-19,email_pdf,tier_2_preferred,AP-02,early,0,4141.03,0,,0.0,14
INV-001090,2026-06-18,2026-06-19,supplier_portal,tier_3_tail,AP-05,early,0,2849.32,0,,0.0,15
INV-001091,2026-06-19,2026-06-19,edi,tier_1_strategic,AP-01,late,0,2396.05,0,,0.0,11
INV-001092,2026-06-16,2026-06-19,supplier_portal,tier_2_preferred,AP-03,late,0,4014.44,0,,0.0,17
INV-001093,2026-06-19,2026-06-19,edi,tier_2_preferred,AP-04,early,0,836.36,1,duplicate,3.0,29
INV-001094,2026-06-18,2026-06-19,supplier_portal,tier_2_preferred,AP-07,early,0,2255.41,0,,0.0,15
INV-001095,2026-06-15,2026-06-19,email_pdf,tier_3_tail,AP-01,early,0,1474.06,0,,0.0,20
INV-001096,2026-06-15,2026-06-19,edi,tier_2_preferred,AP-02,early,0,5487.28,0,,0.0,19
INV-001097,2026-06-19,2026-06-19,email_pdf,tier_2_preferred,AP-05,late,0,4422.53,0,,0.0,22
INV-001098,2026-06-15,2026-06-19,edi,tier_2_preferred,AP-04,late,0,1198.74,0,,0.0,18
INV-001099,2026-06-19,2026-06-19,email_pdf,tier_2_preferred,AP-02,late,0,494.99,0,,0.0,25
INV-001100,2026-06-18,2026-06-19,edi,tier_3_tail,AP-06,late,0,1833.94,0,,0.0,17
INV-001101,2026-06-17,2026-06-19,edi,tier_2_preferred,AP-04,late,0,12327.01,0,,0.0,20
INV-001102,2026-06-19,2026-06-19,email_pdf,tier_3_tail,AP-01,late,0,3583.14,0,,0.0,16
INV-001103,2026-06-15,2026-06-19,supplier_portal,tier_3_tail,AP-06,early,0,1917.21,0,,0.0,14
INV-001104,2026-06-17,2026-06-19,email_pdf,tier_2_preferred,AP-05,late,0,741.63,0,,0.0,9
INV-001105,2026-06-17,2026-06-19,supplier_portal,tier_2_preferred,AP-01,early,0,907.85,0,,0.0,19
INV-001106,2026-06-18,2026-06-19,email_pdf,tier_3_tail,AP-02,late,0,1980.68,0,,0.0,16
INV-001107,2026-06-15,2026-06-19,supplier_portal,tier_3_tail,AP-02,early,0,3309.8,0,,0.0,19
INV-001108,2026-06-19,2026-06-19,supplier_portal,tier_2_preferred,AP-01,early,0,2117.52,0,,0.0,19
INV-001109,2026-06-17,2026-06-19,supplier_portal,tier_2_preferred,AP-04,early,0,1101.51,0,,0.0,24
INV-001110,2026-06-15,2026-06-19,email_pdf,tier_2_preferred,AP-06,early,0,877.99,0,,0.0,14
INV-001111,2026-06-18,2026-06-19,email_pdf,tier_2_preferred,AP-04,early,0,6138.87,0,,0.0,12
INV-001112,2026-06-18,2026-06-19,supplier_portal,tier_2_preferred,AP-03,early,0,9669.09,1,missing_approval,21.3,34
INV-001113,2026-06-19,2026-06-19,email_pdf,tier_1_strategic,AP-01,early,0,7025.15,0,,0.0,20
INV-001114,2026-06-19,2026-06-19,email_pdf,tier_2_preferred,AP-04,early,0,500.92,1,missing_po,23.7,39
INV-001115,2026-06-16,2026-06-19,supplier_portal,tier_2_preferred,AP-07,early,0,7814.0,1,price_mismatch,22.9,20
INV-001116,2026-06-15,2026-06-19,email_pdf,tier_3_tail,AP-01,early,0,3649.57,0,,0.0,14
INV-001117,2026-06-17,2026-06-19,supplier_portal,tier_2_preferred,AP-01,early,0,1936.49,1,price_mismatch,22.2,30
INV-001118,2026-06-19,2026-06-19,supplier_portal,tier_3_tail,AP-03,early,0,278.65,0,,0.0,17
INV-001119,2026-06-15,2026-06-19,edi,tier_3_tail,AP-05,late,0,1131.1,0,,0.0,15
INV-001120,2026-06-15,2026-06-19,supplier_portal,tier_2_preferred,AP-01,early,0,19840.65,1,missing_po,5.8,33
INV-001121,2026-06-19,2026-06-19,email_pdf,tier_2_preferred,AP-03,late,0,2668.35,0,,0.0,26
INV-001122,2026-06-19,2026-06-19,supplier_portal,tier_2_preferred,AP-02,late,0,1495.82,0,,0.0,19
INV-001123,2026-06-19,2026-06-19,email_pdf,tier_3_tail,AP-03,late,0,11874.61,0,,0.0,18
INV-001124,2026-06-18,2026-06-19,email_pdf,tier_3_tail,AP-03,late,0,1123.24,1,price_mismatch,9.9,45
INV-001125,2026-06-15,2026-06-19,supplier_portal,tier_2_preferred,AP-06,early,0,10809.76,0,,0.0,16
INV-001126,2026-06-18,2026-06-19,email_pdf,tier_2_preferred,AP-04,late,0,475.7,0,,0.0,15
INV-001127,2026-06-15,2026-06-19,email_pdf,tier_2_preferred,AP-06,early,0,1556.77,0,,0.0,16
INV-001128,2026-06-19,2026-06-19,edi,tier_2_preferred,AP-02,early,0,3003.49,0,,0.0,21
INV-001129,2026-06-17,2026-06-19,supplier_portal,tier_3_tail,AP-05,late,0,716.75,0,,0.0,19
INV-001130,2026-06-16,2026-06-19,email_pdf,tier_3_tail,AP-04,early,0,883.8,1,missing_po,19.1,33
INV-001131,2026-06-18,2026-06-19,supplier_portal,tier_3_tail,AP-07,early,0,797.58,0,,0.0,19
INV-001132,2026-06-18,2026-06-19,supplier_portal,tier_2_preferred,AP-02,late,0,668.65,0,,0.0,16
INV-001133,2026-06-15,2026-06-19,edi,tier_3_tail,AP-06,early,0,1729.65,0,,0.0,17
INV-001134,2026-06-17,2026-06-19,email_pdf,tier_3_tail,AP-03,early,0,2319.5,1,price_mismatch,12.6,24
INV-001135,2026-06-19,2026-06-19,supplier_portal,tier_3_tail,AP-06,early,0,4017.53,0,,0.0,22
INV-001136,2026-06-19,2026-06-19,supplier_portal,tier_3_tail,AP-02,late,0,413.77,0,,0.0,21
INV-001137,2026-06-18,2026-06-19,supplier_portal,tier_1_strategic,AP-06,late,0,8951.85,0,,0.0,15
INV-001138,2026-06-18,2026-06-19,supplier_portal,tier_2_preferred,AP-03,early,0,2073.77,0,,0.0,25
INV-001139,2026-06-16,2026-06-19,supplier_portal,tier_3_tail,AP-01,early,0,988.24,0,,0.0,24
INV-001140,2026-06-16,2026-06-19,edi,tier_1_strategic,AP-05,early,0,4230.17,0,,0.0,24
INV-001141,2026-06-19,2026-06-19,supplier_portal,tier_3_tail,AP-04,late,0,7368.67,0,,0.0,10
INV-001142,2026-06-18,2026-06-19,email_pdf,tier_2_preferred,AP-05,early,0,4198.61,0,,0.0,21
INV-001143,2026-06-16,2026-06-19,email_pdf,tier_3_tail,AP-03,early,0,1441.47,0,,0.0,14
INV-001144,2026-06-18,2026-06-19,supplier_portal,tier_1_strategic,AP-05,early,0,2254.37,0,,0.0,18
INV-001145,2026-06-19,2026-06-19,email_pdf,tier_3_tail,AP-07,late,0,518.17,0,,0.0,20
INV-001146,2026-06-19,2026-06-19,email_pdf,tier_3_tail,AP-06,early,0,889.9,1,missing_approval,15.0,48
INV-001147,2026-06-19,2026-06-19,supplier_portal,tier_2_preferred,AP-04,late,0,1321.87,0,,0.0,18
INV-001148,2026-06-16,2026-06-19,email_pdf,tier_2_preferred,AP-05,late,0,1610.66,0,,0.0,20
INV-001149,2026-06-16,2026-06-19,supplier_portal,tier_2_preferred,AP-01,early,0,2138.25,0,,0.0,15
INV-001150,2026-06-19,2026-06-19,supplier_portal,tier_3_tail,AP-04,late,0,2564.12,0,,0.0,18
INV-001151,2026-06-15,2026-06-19,edi,tier_2_preferred,AP-02,late,0,3087.59,0,,0.0,17
INV-001152,2026-06-18,2026-06-19,email_pdf,tier_3_tail,AP-03,late,0,722.13,0,,0.0,23
INV-001153,2026-06-18,2026-06-19,email_pdf,tier_2_preferred,AP-04,early,0,1062.98,0,,0.0,20
INV-001154,2026-06-17,2026-06-19,email_pdf,tier_3_tail,AP-07,late,0,610.82,1,missing_po,9.4,28
INV-001155,2026-06-19,2026-06-19,supplier_portal,tier_3_tail,AP-03,early,0,5393.86,0,,0.0,17
INV-001156,2026-06-17,2026-06-19,email_pdf,tier_2_preferred,AP-01,early,0,2128.58,0,,0.0,18
INV-001157,2026-06-18,2026-06-19,email_pdf,tier_2_preferred,AP-03,late,0,4404.41,0,,0.0,12
INV-001158,2026-06-16,2026-06-19,edi,tier_1_strategic,AP-02,early,0,1203.69,0,,0.0,20
INV-001159,2026-06-15,2026-06-19,email_pdf,tier_3_tail,AP-02,early,0,4161.04,0,,0.0,21
INV-001160,2026-06-18,2026-06-19,edi,tier_1_strategic,AP-01,late,0,5474.02,0,,0.0,15
INV-001161,2026-06-18,2026-06-19,supplier_portal,tier_3_tail,AP-01,late,0,9053.64,0,,0.0,22
INV-001162,2026-06-16,2026-06-19,supplier_portal,tier_2_preferred,AP-05,early,0,5245.33,0,,0.0,20
INV-001163,2026-06-18,2026-06-19,email_pdf,tier_1_strategic,AP-07,early,0,2077.41,0,,0.0,14
INV-001164,2026-06-18,2026-06-19,email_pdf,tier_2_preferred,AP-05,early,0,4157.5,0,,0.0,20
INV-001165,2026-06-19,2026-06-19,email_pdf,tier_1_strategic,AP-06,late,0,1034.16,1,missing_po,35.3,36
INV-001166,2026-06-16,2026-06-19,email_pdf,tier_2_preferred,AP-05,early,0,1746.12,0,,0.0,10
INV-001167,2026-06-19,2026-06-19,supplier_portal,tier_1_strategic,AP-07,early,0,1911.41,0,,0.0,14
INV-001168,2026-06-18,2026-06-19,email_pdf,tier_3_tail,AP-04,late,0,819.72,0,,0.0,20
INV-001169,2026-06-17,2026-06-19,edi,tier_2_preferred,AP-03,early,0,1304.34,1,qty_mismatch,15.0,18
INV-001170,2026-06-19,2026-06-19,edi,tier_2_preferred,AP-05,late,0,1634.7,0,,0.0,20
INV-001171,2026-06-19,2026-06-19,email_pdf,tier_3_tail,AP-04,early,0,4372.75,0,,0.0,11
INV-001172,2026-06-18,2026-06-19,email_pdf,tier_3_tail,AP-05,early,0,461.64,0,,0.0,12
INV-001173,2026-06-15,2026-06-19,email_pdf,tier_1_strategic,AP-07,early,0,685.37,0,,0.0,18
INV-001174,2026-06-16,2026-06-19,email_pdf,tier_3_tail,AP-02,early,0,2690.23,0,,0.0,14
INV-001175,2026-06-18,2026-06-19,email_pdf,tier_3_tail,AP-03,late,0,3892.76,0,,0.0,13
INV-001176,2026-06-18,2026-06-19,supplier_portal,tier_1_strategic,AP-06,early,0,282.6,0,,0.0,14
INV-001177,2026-06-19,2026-06-19,email_pdf,tier_1_strategic,AP-02,early,0,705.01,0,,0.0,28
INV-001178,2026-06-17,2026-06-19,supplier_portal,tier_3_tail,AP-07,late,0,3581.37,0,,0.0,21
INV-001179,2026-06-19,2026-06-19,supplier_portal,tier_3_tail,AP-06,late,0,5325.39,0,,0.0,23
INV-001180,2026-06-16,2026-06-19,edi,tier_3_tail,AP-04,early,0,4052.4,0,,0.0,22
INV-001181,2026-06-19,2026-06-19,edi,tier_2_preferred,AP-05,early,0,446.36,0,,0.0,13
INV-001182,2026-06-16,2026-06-19,supplier_portal,tier_1_strategic,AP-06,early,0,947.86,0,,0.0,16
INV-001183,2026-06-15,2026-06-19,supplier_portal,tier_2_preferred,AP-04,early,0,9078.57,0,,0.0,25
INV-001184,2026-06-17,2026-06-19,email_pdf,tier_1_strategic,AP-07,early,0,1416.55,0,,0.0,14
INV-001185,2026-06-19,2026-06-19,email_pdf,tier_2_preferred,AP-01,early,0,3452.25,0,,0.0,18
INV-001186,2026-06-18,2026-06-19,email_pdf,tier_1_strategic,AP-03,early,0,936.1,0,,0.0,27
INV-001187,2026-06-16,2026-06-19,email_pdf,tier_2_preferred,AP-01,late,0,2482.71,1,missing_approval,26.7,55
INV-001188,2026-06-19,2026-06-19,supplier_portal,tier_3_tail,AP-07,late,0,1198.49,0,,0.0,16
INV-001189,2026-06-18,2026-06-19,email_pdf,tier_3_tail,AP-02,early,0,1480.72,0,,0.0,13
INV-001190,2026-06-15,2026-06-19,supplier_portal,tier_3_tail,AP-01,early,0,1364.0,0,,0.0,24
INV-001191,2026-06-15,2026-06-19,email_pdf,tier_2_preferred,AP-04,early,0,2011.31,0,,0.0,12
INV-001192,2026-06-15,2026-06-19,edi,tier_2_preferred,AP-06,early,0,498.21,0,,0.0,15
INV-001193,2026-06-17,2026-06-19,edi,tier_3_tail,AP-02,early,0,1658.75,0,,0.0,21
INV-001194,2026-06-18,2026-06-19,email_pdf,tier_3_tail,AP-02,early,0,9039.19,1,missing_approval,23.3,24
INV-001195,2026-06-16,2026-06-19,edi,tier_2_preferred,AP-01,late,0,1264.33,0,,0.0,22
INV-001196,2026-06-18,2026-06-19,email_pdf,tier_2_preferred,AP-06,late,0,646.97,1,missing_po,12.8,29
INV-001197,2026-06-17,2026-06-19,supplier_portal,tier_2_preferred,AP-01,late,0,5049.14,0,,0.0,16
INV-001198,2026-06-16,2026-06-19,supplier_portal,tier_3_tail,AP-04,early,0,4371.94,0,,0.0,17
INV-001199,2026-06-17,2026-06-19,email_pdf,tier_3_tail,AP-02,early,0,2498.36,0,,0.0,18
INV-001200,2026-06-18,2026-06-19,supplier_portal,tier_2_preferred,AP-03,late,0,2389.2,0,,0.0,17
INV-001201,2026-06-19,2026-06-19,edi,tier_3_tail,AP-03,early,0,2469.24,1,price_mismatch,8.8,33
INV-001202,2026-06-15,2026-06-19,supplier_portal,tier_3_tail,AP-04,early,0,1202.45,0,,0.0,14
INV-001203,2026-06-15,2026-06-19,supplier_portal,tier_2_preferred,AP-03,late,0,582.81,0,,0.0,16
INV-001204,2026-06-15,2026-06-19,email_pdf,tier_1_strategic,AP-07,late,0,2119.76,1,missing_po,24.9,25
INV-001205,2026-06-16,2026-06-19,edi,tier_3_tail,AP-05,early,0,362.3,0,,0.0,19
INV-001206,2026-06-19,2026-06-19,supplier_portal,tier_3_tail,AP-01,late,0,731.8,0,,0.0,16
INV-001207,2026-06-15,2026-06-19,email_pdf,tier_1_strategic,AP-07,early,0,2150.33,0,,0.0,13
INV-001208,2026-06-19,2026-06-19,email_pdf,tier_2_preferred,AP-06,early,0,10420.17,0,,0.0,14
INV-001209,2026-06-18,2026-06-19,supplier_portal,tier_2_preferred,AP-01,late,0,906.21,0,,0.0,16
INV-001210,2026-06-16,2026-06-19,edi,tier_1_strategic,AP-06,early,0,495.67,0,,0.0,13
INV-001211,2026-06-18,2026-06-19,email_pdf,tier_3_tail,AP-04,late,0,543.59,0,,0.0,15
INV-001212,2026-06-18,2026-06-19,email_pdf,tier_3_tail,AP-07,late,0,1322.15,0,,0.0,19
INV-001213,2026-06-17,2026-06-19,email_pdf,tier_1_strategic,AP-04,early,0,355.1,0,,0.0,15
INV-001214,2026-06-17,2026-06-19,email_pdf,tier_1_strategic,AP-07,early,0,550.38,0,,0.0,14
INV-001215,2026-06-18,2026-06-19,email_pdf,tier_3_tail,AP-07,early,0,1661.33,0,,0.0,14
INV-001216,2026-06-19,2026-06-19,email_pdf,tier_3_tail,AP-05,late,0,6269.75,0,,0.0,19
INV-001217,2026-06-16,2026-06-19,edi,tier_2_preferred,AP-02,early,0,4738.51,0,,0.0,17
INV-001218,2026-06-18,2026-06-19,supplier_portal,tier_3_tail,AP-04,late,0,422.89,0,,0.0,12
INV-001219,2026-06-15,2026-06-19,email_pdf,tier_2_preferred,AP-02,late,0,1082.63,0,,0.0,15
INV-001220,2026-06-15,2026-06-19,email_pdf,tier_3_tail,AP-01,early,0,2018.2,0,,0.0,15
INV-001221,2026-06-19,2026-06-19,supplier_portal,tier_1_strategic,AP-01,early,0,316.69,0,,0.0,22
INV-001222,2026-06-15,2026-06-19,edi,tier_3_tail,AP-06,late,0,980.97,0,,0.0,19
INV-001223,2026-06-15,2026-06-19,supplier_portal,tier_3_tail,AP-05,early,0,884.57,0,,0.0,17
INV-001224,2026-06-19,2026-06-19,edi,tier_3_tail,AP-03,late,0,4681.08,0,,0.0,12
INV-001225,2026-06-16,2026-06-19,email_pdf,tier_2_preferred,AP-04,late,0,1292.31,0,,0.0,15
INV-001226,2026-06-18,2026-06-19,email_pdf,tier_2_preferred,AP-07,late,0,6487.03,1,missing_po,34.0,40
INV-001227,2026-06-19,2026-06-19,email_pdf,tier_2_preferred,AP-03,late,0,1871.8,0,,0.0,19
INV-001228,2026-06-17,2026-06-19,email_pdf,tier_2_preferred,AP-02,late,0,2594.6,0,,0.0,23
INV-001229,2026-06-15,2026-06-19,supplier_portal,tier_1_strategic,AP-01,early,0,1012.8,0,,0.0,18
INV-001230,2026-06-15,2026-06-19,supplier_portal,tier_3_tail,AP-02,late,0,6914.78,0,,0.0,18
INV-001231,2026-06-16,2026-06-19,supplier_portal,tier_2_preferred,AP-02,early,0,1222.65,0,,0.0,20
INV-001232,2026-06-16,2026-06-19,email_pdf,tier_2_preferred,AP-01,early,0,1899.57,0,,0.0,17
INV-001233,2026-06-16,2026-06-19,email_pdf,tier_2_preferred,AP-03,late,0,1574.15,0,,0.0,16
INV-001234,2026-06-17,2026-06-19,email_pdf,tier_3_tail,AP-03,early,0,1032.68,0,,0.0,14
INV-001235,2026-06-15,2026-06-19,supplier_portal,tier_2_preferred,AP-03,early,0,730.01,0,,0.0,21
INV-001236,2026-06-15,2026-06-19,supplier_portal,tier_3_tail,AP-05,late,0,4475.76,0,,0.0,24
INV-001237,2026-06-17,2026-06-19,email_pdf,tier_3_tail,AP-05,early,0,2669.47,0,,0.0,19
INV-001238,2026-06-16,2026-06-19,email_pdf,tier_1_strategic,AP-01,early,0,2434.84,0,,0.0,18
INV-001239,2026-06-16,2026-06-19,supplier_portal,tier_1_strategic,AP-04,early,0,1304.87,0,,0.0,12
INV-001240,2026-06-19,2026-06-19,edi,tier_3_tail,AP-06,late,0,2481.65,0,,0.0,15
INV-001241,2026-06-18,2026-06-19,supplier_portal,tier_2_preferred,AP-07,late,0,1872.6,1,tax_code,9.3,7
INV-001242,2026-06-16,2026-06-19,edi,tier_1_strategic,AP-06,early,0,667.68,0,,0.0,21
INV-001243,2026-06-15,2026-06-19,supplier_portal,tier_3_tail,AP-01,late,0,2205.54,0,,0.0,29
INV-001244,2026-06-15,2026-06-19,supplier_portal,tier_2_preferred,AP-01,early,0,9352.86,0,,0.0,10
INV-001245,2026-06-17,2026-06-19,email_pdf,tier_1_strategic,AP-06,early,0,3178.12,0,,0.0,24
INV-001246,2026-06-18,2026-06-19,email_pdf,tier_1_strategic,AP-07,late,0,483.13,1,missing_po,20.8,29
INV-001247,2026-06-19,2026-06-19,supplier_portal,tier_2_preferred,AP-05,late,0,3968.67,0,,0.0,15
INV-001248,2026-06-17,2026-06-19,email_pdf,tier_3_tail,AP-02,late,0,2260.46,0,,0.0,11
INV-001249,2026-06-17,2026-06-19,email_pdf,tier_1_strategic,AP-02,late,0,4623.39,0,,0.0,18
INV-001250,2026-06-18,2026-06-19,supplier_portal,tier_1_strategic,AP-06,early,0,3901.65,0,,0.0,19
INV-001251,2026-06-15,2026-06-19,supplier_portal,tier_1_strategic,AP-01,late,0,3987.39,0,,0.0,9
INV-001252,2026-06-16,2026-06-19,email_pdf,tier_3_tail,AP-02,late,0,425.44,0,,0.0,24
INV-001253,2026-06-18,2026-06-19,email_pdf,tier_2_preferred,AP-03,early,0,3220.3,0,,0.0,14
INV-001254,2026-06-19,2026-06-19,edi,tier_1_strategic,AP-03,late,0,381.19,0,,0.0,9
INV-001255,2026-06-17,2026-06-19,supplier_portal,tier_2_preferred,AP-02,early,0,2873.2,0,,0.0,24
INV-001256,2026-06-19,2026-06-19,email_pdf,tier_1_strategic,AP-05,late,0,4695.07,0,,0.0,17
INV-001257,2026-06-18,2026-06-19,supplier_portal,tier_1_strategic,AP-05,late,0,1133.09,0,,0.0,20
INV-001258,2026-06-19,2026-06-19,supplier_portal,tier_2_preferred,AP-07,early,0,3393.38,0,,0.0,16
INV-001259,2026-06-18,2026-06-19,email_pdf,tier_2_preferred,AP-07,early,0,774.04,1,missing_po,15.9,18
INV-001260,2026-06-17,2026-06-19,edi,tier_3_tail,AP-04,early,0,312.06,0,,0.0,14
INV-001261,2026-06-19,2026-06-19,email_pdf,tier_2_preferred,AP-07,late,0,2697.58,0,,0.0,21
INV-001262,2026-06-17,2026-06-19,email_pdf,tier_2_preferred,AP-06,late,0,1156.35,0,,0.0,21
INV-001263,2026-06-18,2026-06-19,edi,tier_3_tail,AP-07,late,0,1769.94,0,,0.0,14
INV-001264,2026-06-18,2026-06-19,edi,tier_1_strategic,AP-06,late,0,1808.72,0,,0.0,21
INV-001265,2026-06-18,2026-06-19,email_pdf,tier_1_strategic,AP-03,late,0,2488.29,1,missing_po,22.1,43
INV-001266,2026-06-16,2026-06-19,email_pdf,tier_2_preferred,AP-05,late,0,2208.24,1,missing_po,42.3,30
INV-001267,2026-06-16,2026-06-19,email_pdf,tier_3_tail,AP-03,late,0,4642.51,0,,0.0,17
INV-001268,2026-06-19,2026-06-19,edi,tier_3_tail,AP-05,early,0,1893.13,0,,0.0,16
INV-001269,2026-06-17,2026-06-19,supplier_portal,tier_2_preferred,AP-03,early,0,883.54,0,,0.0,18
INV-001270,2026-06-18,2026-06-19,email_pdf,tier_2_preferred,AP-06,late,0,4814.64,0,,0.0,19
INV-001271,2026-06-18,2026-06-19,supplier_portal,tier_2_preferred,AP-01,late,0,1413.15,0,,0.0,14
INV-001272,2026-06-17,2026-06-19,edi,tier_3_tail,AP-05,early,0,407.22,0,,0.0,23
INV-001273,2026-06-19,2026-06-19,edi,tier_2_preferred,AP-02,early,0,1452.14,0,,0.0,21
INV-001274,2026-06-19,2026-06-19,supplier_portal,tier_3_tail,AP-06,early,0,5435.83,0,,0.0,10
INV-001275,2026-06-16,2026-06-19,supplier_portal,tier_3_tail,AP-07,early,0,840.2,0,,0.0,10
INV-001276,2026-06-18,2026-06-19,email_pdf,tier_1_strategic,AP-04,early,0,5120.82,0,,0.0,19
INV-001277,2026-06-18,2026-06-19,edi,tier_2_preferred,AP-06,late,0,1270.26,0,,0.0,18
INV-001278,2026-06-15,2026-06-19,email_pdf,tier_2_preferred,AP-05,early,0,1946.92,0,,0.0,17
INV-001279,2026-06-19,2026-06-19,email_pdf,tier_2_preferred,AP-03,late,0,3327.16,0,,0.0,15
INV-001280,2026-06-18,2026-06-19,email_pdf,tier_2_preferred,AP-02,late,0,998.65,1,missing_po,20.6,22
INV-001281,2026-06-16,2026-06-19,supplier_portal,tier_2_preferred,AP-06,early,0,1422.26,0,,0.0,23
INV-001282,2026-06-19,2026-06-19,supplier_portal,tier_2_preferred,AP-03,early,0,1352.73,0,,0.0,13
INV-001283,2026-06-15,2026-06-19,email_pdf,tier_2_preferred,AP-01,late,0,1795.76,0,,0.0,24
INV-001284,2026-06-18,2026-06-19,supplier_portal,tier_3_tail,AP-01,early,0,2041.44,0,,0.0,24
INV-001285,2026-06-19,2026-06-19,email_pdf,tier_2_preferred,AP-04,early,0,1141.67,0,,0.0,16
INV-001286,2026-06-16,2026-06-19,edi,tier_2_preferred,AP-02,early,0,630.78,0,,0.0,17
INV-001287,2026-06-17,2026-06-19,supplier_portal,tier_1_strategic,AP-04,early,0,2160.81,0,,0.0,22
INV-001288,2026-06-19,2026-06-19,supplier_portal,tier_1_strategic,AP-06,late,0,11599.34,0,,0.0,13
INV-001289,2026-06-16,2026-06-19,supplier_portal,tier_1_strategic,AP-04,early,0,2280.19,0,,0.0,25
INV-001290,2026-06-19,2026-06-19,email_pdf,tier_3_tail,AP-05,early,0,1434.59,1,missing_po,13.7,44
INV-001291,2026-06-18,2026-06-19,edi,tier_2_preferred,AP-05,early,0,1696.13,0,,0.0,17
INV-001292,2026-06-16,2026-06-19,supplier_portal,tier_2_preferred,AP-01,early,0,1139.96,0,,0.0,18
INV-001293,2026-06-17,2026-06-19,email_pdf,tier_3_tail,AP-06,early,0,1621.0,0,,0.0,24
INV-001294,2026-06-17,2026-06-19,email_pdf,tier_2_preferred,AP-05,late,0,2331.39,0,,0.0,18
INV-001295,2026-06-15,2026-06-19,edi,tier_2_preferred,AP-01,early,0,22562.98,0,,0.0,13
INV-001296,2026-06-19,2026-06-19,email_pdf,tier_3_tail,AP-04,early,0,2231.94,0,,0.0,10
INV-001297,2026-06-16,2026-06-19,email_pdf,tier_1_strategic,AP-07,late,0,3276.18,0,,0.0,20
INV-001298,2026-06-19,2026-06-19,supplier_portal,tier_2_preferred,AP-05,early,0,1215.84,0,,0.0,16
INV-001299,2026-06-19,2026-06-19,supplier_portal,tier_2_preferred,AP-06,late,0,5396.63,0,,0.0,18
INV-001300,2026-06-18,2026-06-19,email_pdf,tier_2_preferred,AP-04,early,0,1549.97,1,missing_po,13.6,16
INV-001301,2026-06-18,2026-06-19,edi,tier_2_preferred,AP-03,early,0,1355.03,0,,0.0,12
INV-001302,2026-06-17,2026-06-19,email_pdf,tier_2_preferred,AP-04,early,0,827.16,0,,0.0,17
INV-001303,2026-06-16,2026-06-19,email_pdf,tier_3_tail,AP-05,early,0,929.5,0,,0.0,14
INV-001304,2026-06-17,2026-06-19,supplier_portal,tier_2_preferred,AP-06,early,0,3312.12,0,,0.0,24
